10000 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '26446', 'pageindex': 0, 'classname': '（1）班', 'classid': '26553', 'schoolname': '周恩来红军小学', 'gradeid': '26452', 'draw': 0, 'isadmin': 0, 'length': 10}]
80638 [{'gradename': '科技实验楼', 'start': 0, 'pageno': 1, 'schoolid': '9682', 'pageindex': 0, 'classname': '国学馆', 'classid': '9722', 'schoolname': '宜昌市东山中学', 'gradeid': '9715', 'draw': 0, 'isadmin': 0, 'length': 10}]
80640 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '22616', 'pageindex': 0, 'classname': '（1）班', 'classid': '22858', 'schoolname': '南京亚东天界幼儿园', 'gradeid': '22855', 'draw': 0, 'isadmin': 0, 'length': 10}]
80645 [{'gradename': '2017级', 'start': 0, 'pageno': 1, 'schoolid': '4885', 'pageindex': 0, 'classname': '2017级3班', 'classid': '4946', 'schoolname': '衢州兴华中学', 'gradeid': '4917', 'draw': 0, 'isadmin': 0, 'length': 10}]
80646 [{'gradename': '三年级', 'start': 0, 'pageno': 1, 'schoolid': '11331', 'pageindex': 0, 'classname': '（1）班', 'classid': '14682', 'schoolname': '滦镇街道泉子头小学', 'gradeid': '13866', 'draw': 0, 'isadmin': 0, 'length': 10}]
80654 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '4772', 'pageindex': 0, 'classname': '（3）班', 'classid': '4781', 'schoolname': '江阴市顾山实验小学', 'gradeid': '4778', 'draw': 0, 'isadmin': 0, 'length': 10}]
80658 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '11397', 'pageindex': 0, 'classname': '（1）班', 'classid': '15358', 'schoolname': '长安兴国小学', 'gradeid': '14216', 'draw': 0, 'isadmin': 0, 'length': 10}]
80667 [{'gradename': '四年级', 'start': 0, 'pageno': 1, 'schoolid': '23942', 'pageindex': 0, 'classname': '（1）班', 'classid': '24442', 'schoolname': '五华县梅林镇金坑小学', 'gradeid': '24434', 'draw': 0, 'isadmin': 0, 'length': 10}]
80670 [{'gradename': '九年级', 'start': 0, 'pageno': 1, 'schoolid': '15927', 'pageindex': 0, 'classname': '（1）班', 'classid': '17113', 'schoolname': '康平县北四家子九年一贯制学校', 'gradeid': '16193', 'draw': 0, 'isadmin': 0, 'length': 10}]
80672 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '4505', 'pageindex': 0, 'classname': '（4）班', 'classid': '7233', 'schoolname': '宜昌市西陵区铁路坝小学', 'gradeid': '7219', 'draw': 0, 'isadmin': 0, 'length': 10}]
80676 [{'gradename': '九年级', 'start': 0, 'pageno': 1, 'schoolid': '2206', 'pageindex': 0, 'classname': '（8）班', 'classid': '2703', 'schoolname': '江山二中', 'gradeid': '2679', 'draw': 0, 'isadmin': 0, 'length': 10}]
80677 [{'gradename': '四年级', 'start': 0, 'pageno': 1, 'schoolid': '15942', 'pageindex': 0, 'classname': '（1）班', 'classid': '17529', 'schoolname': '柯灵小学敬敷校区', 'gradeid': '16275', 'draw': 0, 'isadmin': 0, 'length': 10}]
80684 [{'gradename': '八年级', 'start': 0, 'pageno': 1, 'schoolid': '9002', 'pageindex': 0, 'classname': '（12）班', 'classid': '9030', 'schoolname': '邹城四中', 'gradeid': '9004', 'draw': 0, 'isadmin': 0, 'length': 10}]
80689 [{'gradename': '初一', 'start': 0, 'pageno': 1, 'schoolid': '3615', 'pageindex': 0, 'classname': '（10）班', 'classid': '8575', 'schoolname': '南京市金陵中学溧水分校', 'gradeid': '8565', 'draw': 0, 'isadmin': 0, 'length': 10}]
80694 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '9565', 'pageindex': 0, 'classname': '（10）班', 'classid': '9642', 'schoolname': '江苏省泗阳县实验小学', 'gradeid': '9570', 'draw': 0, 'isadmin': 0, 'length': 10}]
80701 [{'gradename': '八年级', 'start': 0, 'pageno': 1, 'schoolid': '26018', 'pageindex': 0, 'classname': '（1）班', 'classid': '26032', 'schoolname': '苏州高新区第三中学', 'gradeid': '26020', 'draw': 0, 'isadmin': 0, 'length': 10}]
80703 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '9565', 'pageindex': 0, 'classname': '（2）班', 'classid': '9634', 'schoolname': '江苏省泗阳县实验小学', 'gradeid': '9570', 'draw': 0, 'isadmin': 0, 'length': 10}]
80707 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '15910', 'pageindex': 0, 'classname': '（14）班', 'classid': '16626', 'schoolname': '康平县第二中学', 'gradeid': '16058', 'draw': 0, 'isadmin': 0, 'length': 10}]
80713 [{'gradename': '三年级', 'start': 0, 'pageno': 1, 'schoolid': '1', 'pageindex': 0, 'classname': '（6）班', 'classid': '714', 'schoolname': '苏州紫橙实验学校', 'gradeid': '685', 'draw': 0, 'isadmin': 0, 'length': 10}]
80729 [{'gradename': '高一', 'start': 0, 'pageno': 1, 'schoolid': '3519', 'pageindex': 0, 'classname': '（1）班', 'classid': '3543', 'schoolname': '江苏省扬中高级中学', 'gradeid': '3540', 'draw': 0, 'isadmin': 0, 'length': 10}]
80735 [{'gradename': '高二2部', 'start': 0, 'pageno': 1, 'schoolid': '7955', 'pageindex': 0, 'classname': '（24）班', 'classid': '8022', 'schoolname': '江苏省泗阳致远中学', 'gradeid': '7960', 'draw': 0, 'isadmin': 0, 'length': 10}]
80740 [{'gradename': '二年级', 'start': 0, 'pageno': 1, 'schoolid': '11348', 'pageindex': 0, 'classname': '（1）班', 'classid': '14845', 'schoolname': '王莽街道中心小学', 'gradeid': '13959', 'draw': 0, 'isadmin': 0, 'length': 10}]
80742 [{'gradename': '高三', 'start': 0, 'pageno': 1, 'schoolid': '15516', 'pageindex': 0, 'classname': '（16）班', 'classid': '15674', 'schoolname': '北票市高级中学', 'gradeid': '15620', 'draw': 0, 'isadmin': 0, 'length': 10}]
80748 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '11397', 'pageindex': 0, 'classname': '（3）班', 'classid': '15390', 'schoolname': '长安兴国小学', 'gradeid': '14220', 'draw': 0, 'isadmin': 0, 'length': 10}]
80757 [{'gradename': '电信部', 'start': 0, 'pageno': 1, 'schoolid': '6180', 'pageindex': 0, 'classname': '17建筑（2）', 'classid': '6910', 'schoolname': '南京市溧水区溧水中专校', 'gradeid': '6902', 'draw': 0, 'isadmin': 0, 'length': 10}]
80769 [{'gradename': '大厅', 'start': 0, 'pageno': 1, 'schoolid': '120', 'pageindex': 0, 'classname': '一楼大厅北', 'classid': '280', 'schoolname': '苏州市勤惜实验小学校', 'gradeid': '278', 'draw': 0, 'isadmin': 0, 'length': 10}]
80771 [{'gradename': '高二', 'start': 0, 'pageno': 1, 'schoolid': '1057', 'pageindex': 0, 'classname': '合班教室3', 'classid': '26430', 'schoolname': '江苏省太仓高级中学', 'gradeid': '26411', 'draw': 0, 'isadmin': 0, 'length': 10}]
80775 [{'gradename': '1861', 'start': 0, 'pageno': 1, 'schoolid': '10189', 'pageindex': 0, 'classname': '计算机应用高职1班', 'classid': '18747', 'schoolname': '江苏省南通中等专业学校', 'gradeid': '18728', 'draw': 0, 'isadmin': 0, 'length': 10}]
80788 [{'gradename': '高一', 'start': 0, 'pageno': 1, 'schoolid': '26240', 'pageindex': 0, 'classname': '高一（1）班', 'classid': '26271', 'schoolname': '苏州市苏州高新区第一中学', 'gradeid': '26237', 'draw': 0, 'isadmin': 0, 'length': 10}]
80793 [{'gradename': '会议', 'start': 0, 'pageno': 1, 'schoolid': '3747', 'pageindex': 0, 'classname': '签到', 'classid': '5627', 'schoolname': '泗阳县众兴实验小学', 'gradeid': '5597', 'draw': 0, 'isadmin': 0, 'length': 10}]
80800 [{'gradename': '小班', 'start': 0, 'pageno': 1, 'schoolid': '11273', 'pageindex': 0, 'classname': '（2）班', 'classid': '13449', 'schoolname': '西北大学（长安校区）幼儿园', 'gradeid': '13067', 'draw': 0, 'isadmin': 0, 'length': 10}]
80804 [{'gradename': '高二', 'start': 0, 'pageno': 1, 'schoolid': '1057', 'pageindex': 0, 'classname': '（5）班', 'classid': '26416', 'schoolname': '江苏省太仓高级中学', 'gradeid': '26411', 'draw': 0, 'isadmin': 0, 'length': 10}]
80815 [{'gradename': '二年级', 'start': 0, 'pageno': 1, 'schoolid': '11368', 'pageindex': 0, 'classname': '（1）班', 'classid': '22486', 'schoolname': '西京小学', 'gradeid': '14062', 'draw': 0, 'isadmin': 0, 'length': 10}]
80829 [{'gradename': '初二', 'start': 0, 'pageno': 1, 'schoolid': '7955', 'pageindex': 0, 'classname': '（40）班', 'classid': '7972', 'schoolname': '江苏省泗阳致远中学', 'gradeid': '7956', 'draw': 0, 'isadmin': 0, 'length': 10}]
80831 [{'gradename': '小班', 'start': 0, 'pageno': 1, 'schoolid': '11121', 'pageindex': 0, 'classname': '（1）班', 'classid': '12452', 'schoolname': '长安区大兆街道中心幼儿园 ', 'gradeid': '12447', 'draw': 0, 'isadmin': 0, 'length': 10}]
80833 [{'gradename': '高三教学班', 'start': 0, 'pageno': 1, 'schoolid': '955', 'pageindex': 0, 'classname': '19届生物02班(等级)', 'classid': '2506', 'schoolname': '上海理工大学附属中学', 'gradeid': '2222', 'draw': 0, 'isadmin': 0, 'length': 10}]
80849 [{'gradename': '18艺术', 'start': 0, 'pageno': 1, 'schoolid': '1387', 'pageindex': 0, 'classname': '（2）班', 'classid': '5490', 'schoolname': '上饶市广丰一中', 'gradeid': '5488', 'draw': 0, 'isadmin': 0, 'length': 10}]
80852 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '15963', 'pageindex': 0, 'classname': '（7）班', 'classid': '18286', 'schoolname': '昆明市五华区武城小学', 'gradeid': '16388', 'draw': 0, 'isadmin': 0, 'length': 10}]
80864 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '11323', 'pageindex': 0, 'classname': '（11）班', 'classid': '14601', 'schoolname': '西安铁一中湖滨小学', 'gradeid': '13817', 'draw': 0, 'isadmin': 0, 'length': 10}]
80865 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '1060', 'pageindex': 0, 'classname': '（4）班', 'classid': '10680', 'schoolname': '徐州市民主路小学', 'gradeid': '10676', 'draw': 0, 'isadmin': 0, 'length': 10}]
80877 [{'gradename': '初三', 'start': 0, 'pageno': 1, 'schoolid': '22610', 'pageindex': 0, 'classname': '（4）班', 'classid': '22739', 'schoolname': '南京市栖霞区实验初级中学尧化校区', 'gradeid': '22717', 'draw': 0, 'isadmin': 0, 'length': 10}]
80882 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '7405', 'pageindex': 0, 'classname': '（4）班', 'classid': '7765', 'schoolname': '嘉兴市蓝翔实验学校', 'gradeid': '7731', 'draw': 0, 'isadmin': 0, 'length': 10}]
80884 [{'gradename': '高二', 'start': 0, 'pageno': 1, 'schoolid': '1387', 'pageindex': 0, 'classname': '（32）班', 'classid': '1428', 'schoolname': '上饶市广丰一中', 'gradeid': '1388', 'draw': 0, 'isadmin': 0, 'length': 10}]
80897 [{'gradename': 'C4楼高中', 'start': 0, 'pageno': 1, 'schoolid': '551', 'pageindex': 0, 'classname': '高一(2)班', 'classid': '563', 'schoolname': '苏州星海实验中学', 'gradeid': '561', 'draw': 0, 'isadmin': 0, 'length': 10}]
80903 [{'gradename': '高一年级', 'start': 0, 'pageno': 1, 'schoolid': '15958', 'pageindex': 0, 'classname': '（6）班', 'classid': '18054', 'schoolname': '平谷中学', 'gradeid': '16356', 'draw': 0, 'isadmin': 0, 'length': 10}]
80905 [{'gradename': '管弦乐排练室', 'start': 0, 'pageno': 1, 'schoolid': '1064', 'pageindex': 0, 'classname': '（1）', 'classid': '8331', 'schoolname': '未来领导力学校', 'gradeid': '8324', 'draw': 0, 'isadmin': 0, 'length': 10}]
80909 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '5839', 'pageindex': 0, 'classname': '（9）班', 'classid': '26345', 'schoolname': '三盟科技大学附属学校', 'gradeid': '6319', 'draw': 0, 'isadmin': 0, 'length': 10}]
80913 [{'gradename': '四年级', 'start': 0, 'pageno': 1, 'schoolid': '15969', 'pageindex': 0, 'classname': '（2）班', 'classid': '18420', 'schoolname': '昆明市五华区壁光小学', 'gradeid': '16422', 'draw': 0, 'isadmin': 0, 'length': 10}]
80915 [{'gradename': '七年级', 'start': 0, 'pageno': 1, 'schoolid': '15931', 'pageindex': 0, 'classname': '（4）班', 'classid': '17207', 'schoolname': '康平县东关九年一贯制学校', 'gradeid': '16227', 'draw': 0, 'isadmin': 0, 'length': 10}]
80920 [{'gradename': '2018级', 'start': 0, 'pageno': 1, 'schoolid': '11165', 'pageindex': 0, 'classname': '1813', 'classid': '11197', 'schoolname': '合肥皖智中学高中部', 'gradeid': '11184', 'draw': 0, 'isadmin': 0, 'length': 10}]
80921 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '15973', 'pageindex': 0, 'classname': '（1）班', 'classid': '18537', 'schoolname': '昆明市五华区红旗小学本部', 'gradeid': '16448', 'draw': 0, 'isadmin': 0, 'length': 10}]
80923 [{'gradename': '三年级', 'start': 0, 'pageno': 1, 'schoolid': '11383', 'pageindex': 0, 'classname': '（1）班', 'classid': '15184', 'schoolname': '引镇街道屈家斜小学', 'gradeid': '14137', 'draw': 0, 'isadmin': 0, 'length': 10}]
80940 [{'gradename': '高二', 'start': 0, 'pageno': 1, 'schoolid': '15907', 'pageindex': 0, 'classname': '（16）班', 'classid': '16522', 'schoolname': '康平县高级中学', 'gradeid': '16050', 'draw': 0, 'isadmin': 0, 'length': 10}]
80943 [{'gradename': '科学教室', 'start': 0, 'pageno': 1, 'schoolid': '289', 'pageindex': 0, 'classname': 'B', 'classid': '351', 'schoolname': '苏州工业园区翰林小学', 'gradeid': '336', 'draw': 0, 'isadmin': 0, 'length': 10}]
80945 [{'gradename': '二年级', 'start': 0, 'pageno': 1, 'schoolid': '7405', 'pageindex': 0, 'classname': '（1）班', 'classid': '7739', 'schoolname': '嘉兴市蓝翔实验学校', 'gradeid': '7727', 'draw': 0, 'isadmin': 0, 'length': 10}]
80962 [{'gradename': '初一', 'start': 0, 'pageno': 1, 'schoolid': '3216', 'pageindex': 0, 'classname': '（1）班', 'classid': '6047', 'schoolname': '南京汉开书院', 'gradeid': '6046', 'draw': 0, 'isadmin': 0, 'length': 10}]
80972 [{'gradename': '四年级', 'start': 0, 'pageno': 1, 'schoolid': '1048', 'pageindex': 0, 'classname': '（4）班', 'classid': '2280', 'schoolname': '南京晓庄学院滨河实验学校', 'gradeid': '2248', 'draw': 0, 'isadmin': 0, 'length': 10}]
80976 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '3454', 'pageindex': 0, 'classname': '（4）班', 'classid': '4573', 'schoolname': '南京市溧水区石湫中心小学', 'gradeid': '4553', 'draw': 0, 'isadmin': 0, 'length': 10}]
80984 [{'gradename': '', 'start': 0, 'pageno': 1, 'schoolid': '8333', 'pageindex': 0, 'classname': '', 'classid': '8334', 'schoolname': '', 'gradeid': '8333', 'draw': 0, 'isadmin': 0, 'length': 10}]
80986 [{'gradename': '高三', 'start': 0, 'pageno': 1, 'schoolid': '24941', 'pageindex': 0, 'classname': '（1）班', 'classid': '24993', 'schoolname': '天津市海河中学', 'gradeid': '24947', 'draw': 0, 'isadmin': 0, 'length': 10}]
80999 [{'gradename': '大班', 'start': 0, 'pageno': 1, 'schoolid': '11098', 'pageindex': 0, 'classname': '（4）班', 'classid': '11649', 'schoolname': '启迪幼儿园', 'gradeid': '11633', 'draw': 0, 'isadmin': 0, 'length': 10}]
81000 [{'gradename': '高一', 'start': 0, 'pageno': 1, 'schoolid': '22946', 'pageindex': 0, 'classname': '（13）班', 'classid': '23045', 'schoolname': '江苏省江阴市第一中学', 'gradeid': '23031', 'draw': 0, 'isadmin': 0, 'length': 10}]
81008 [{'gradename': '高三', 'start': 0, 'pageno': 1, 'schoolid': '9426', 'pageindex': 0, 'classname': '（7）班', 'classid': '9460', 'schoolname': '溧水区第三高级中学', 'gradeid': '9429', 'draw': 0, 'isadmin': 0, 'length': 10}]
81009 [{'gradename': '二年级', 'start': 0, 'pageno': 1, 'schoolid': '120', 'pageindex': 0, 'classname': '（5）班', 'classid': '233', 'schoolname': '苏州市勤惜实验小学校', 'gradeid': '121', 'draw': 0, 'isadmin': 0, 'length': 10}]
81010 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '11367', 'pageindex': 0, 'classname': '（2）班', 'classid': '15074', 'schoolname': '西电附小悦美分校', 'gradeid': '14059', 'draw': 0, 'isadmin': 0, 'length': 10}]
81014 [{'gradename': '三年级', 'start': 0, 'pageno': 1, 'schoolid': '15972', 'pageindex': 0, 'classname': '（3）班', 'classid': '18491', 'schoolname': '昆明市五华区江滨小学', 'gradeid': '16439', 'draw': 0, 'isadmin': 0, 'length': 10}]
81020 [{'gradename': '初一', 'start': 0, 'pageno': 1, 'schoolid': '2777', 'pageindex': 0, 'classname': '（15）班', 'classid': '3423', 'schoolname': '射阳县第三中学', 'gradeid': '2778', 'draw': 0, 'isadmin': 0, 'length': 10}]
81021 [{'gradename': '二年级', 'start': 0, 'pageno': 1, 'schoolid': '11397', 'pageindex': 0, 'classname': '（2）班', 'classid': '15369', 'schoolname': '长安兴国小学', 'gradeid': '14217', 'draw': 0, 'isadmin': 0, 'length': 10}]
81024 [{'gradename': '三年级', 'start': 0, 'pageno': 1, 'schoolid': '2117', 'pageindex': 0, 'classname': '（4）班', 'classid': '2643', 'schoolname': '徐州丰县广宇中英文学校', 'gradeid': '2624', 'draw': 0, 'isadmin': 0, 'length': 10}]
81028 [{'gradename': '功能室-', 'start': 0, 'pageno': 1, 'schoolid': '3744', 'pageindex': 0, 'classname': '活动教室(11)', 'classid': '4873', 'schoolname': '南京市溧水区石湫镇中心小学', 'gradeid': '4810', 'draw': 0, 'isadmin': 0, 'length': 10}]
81034 [{'gradename': '初中部实验楼四楼', 'start': 0, 'pageno': 1, 'schoolid': '1048', 'pageindex': 0, 'classname': '东4', 'classid': '2376', 'schoolname': '南京晓庄学院滨河实验学校', 'gradeid': '2364', 'draw': 0, 'isadmin': 0, 'length': 10}]
81037 [{'gradename': '高二年级', 'start': 0, 'pageno': 1, 'schoolid': '15935', 'pageindex': 0, 'classname': '（12）班', 'classid': '17301', 'schoolname': '绍兴市阳明中学', 'gradeid': '16249', 'draw': 0, 'isadmin': 0, 'length': 10}]
81046 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '15913', 'pageindex': 0, 'classname': '（2）班', 'classid': '16727', 'schoolname': '康平县悦明小学', 'gradeid': '16074', 'draw': 0, 'isadmin': 0, 'length': 10}]
81055 [{'gradename': '四年级', 'start': 0, 'pageno': 1, 'schoolid': '1048', 'pageindex': 0, 'classname': '（8）班', 'classid': '2284', 'schoolname': '南京晓庄学院滨河实验学校', 'gradeid': '2248', 'draw': 0, 'isadmin': 0, 'length': 10}]
81072 [{'gradename': '高一', 'start': 0, 'pageno': 1, 'schoolid': '6176', 'pageindex': 0, 'classname': '（2）班', 'classid': '6529', 'schoolname': '太仓市明德高级中学', 'gradeid': '6177', 'draw': 0, 'isadmin': 0, 'length': 10}]
81079 [{'gradename': '初一', 'start': 0, 'pageno': 1, 'schoolid': '11421', 'pageindex': 0, 'classname': '（3）班', 'classid': '12391', 'schoolname': '西安市长安区滦镇街道鸭池口初级中学\t\t', 'gradeid': '12386', 'draw': 0, 'isadmin': 0, 'length': 10}]
81081 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '2882', 'pageindex': 0, 'classname': '（3）班', 'classid': '2991', 'schoolname': '太仓市沙溪镇第二小学', 'gradeid': '2966', 'draw': 0, 'isadmin': 0, 'length': 10}]
81110 [{'gradename': '2018', 'start': 0, 'pageno': 1, 'schoolid': '4885', 'pageindex': 0, 'classname': '18级4班', 'classid': '4926', 'schoolname': '衢州兴华中学', 'gradeid': '4918', 'draw': 0, 'isadmin': 0, 'length': 10}]
